id,importe,tipo,descripcion,animal_id,inserted_at,updated_at
9dfcbe0b-2e42-4ea8-971a-b76b04b2e59d,21,Unsp open wound of unsp lesser toe(s) without damage to nail,"Removal of Drainage Device from R Up Extrem, Perc Approach",e47f9a3e-b0be-49b2-9f36-838692fbc886,2023-02-26 16:38:26,2022-04-28 16:31:47
f80a4907-d5d3-4664-a687-b6352b7e206a,77,"Other injury of bronchus, bilateral, subsequent encounter","Beam Radiation of Bronchus using Electrons, Intraoperative",6be70906-295a-41ac-857c-20d2a7d2ed02,2022-04-21 17:48:54,2022-04-26 19:52:52
43e3e224-8284-410e-86e1-9c5ab7688790,85,"Sltr-haris Type II physl fx upr end unsp tibia, 7thD","Bypass R Com Iliac Art to Mesent Art w Synth Sub, Open",1545cfe2-ab0a-4953-9ebb-620b220b5d79,2022-06-29 14:25:34,2022-09-30 08:24:51
0cd99012-6f70-468a-9280-3b2be721c8ef,20,"Pasngr in 3-whl mv inj in clsn w 2/3-whl mv in traf, subs","Removal of Nonaut Sub from C-thor Disc, Perc Approach",d27e8ac3-ec76-4ac0-8269-707433e217a8,2022-07-11 18:58:59,2023-01-14 05:39:23
9b0a8d95-68dc-45de-990c-d28cac842c90,28,"Oth specific joint derangements of left shoulder, NEC","Revise of Autol Sub in Epididymis/Sperm Cord, Open Approach",b6cf234d-5a8d-4e09-ab64-9aaeb57d93a9,2022-04-27 01:22:42,2022-05-19 22:07:46
22c464fd-cede-4778-846a-f359cc33058d,36,"Retrobulbar neuritis, unspecified eye","Repair Common Bile Duct, Percutaneous Approach",1f962270-8587-4b9c-8d4e-1b7b101b902c,2022-04-24 21:12:34,2022-03-24 22:13:11
9ee1a455-059b-4c30-bf3d-2455961025f7,41,Vitreous abscess (chronic),"Replacement of Sup Mesent Vein with Synth Sub, Open Approach",e9e436b3-8a06-474a-87d5-2e9d453653a1,2022-03-10 03:23:41,2022-07-20 02:34:56
2a629030-3713-427f-8ec3-7ae5a1a23b58,46,"Anaphyl react due to advrs eff drug/med prop admin, sequela","Dilate L Post Tib Art w Intralum Dev, Perc Endo",aec7d3e4-d729-4d38-85fd-e4f993296965,2023-02-19 12:01:23,2023-01-02 01:18:24
9b66d1ef-4075-4e46-a17a-441c9ea3306c,9,"Gastr contents in resp tract, part unsp cause oth inj, init","Exercise Treatment of Neuro Head, Neck using Oth Equip",849f2614-9223-4d38-a624-4fae3bd5424b,2022-05-04 10:09:15,2022-03-13 07:21:45
44352b44-e81f-40f7-a385-23937521a418,22,"Disp fx of prox phalanx of l less toe(s), 7thD","Dilate L Int Iliac Art, Bifurc, w 3 Drug-elut, Open",3a2c3da0-d086-4ccd-be6a-e3158c284548,2023-01-16 04:14:32,2022-09-18 14:17:00
9aa60b19-34df-408c-ac01-a0c2a29221c2,68,"Mature T/NK-cell lymphomas, unsp, intrathoracic lymph nodes","Removal of Synthetic Substitute from Right Eye, Via Opening",60a458f4-0bd1-495f-b9d8-d1e69d9bdaac,2023-02-04 17:48:18,2022-05-10 02:54:21
d72e634d-215a-40dd-97b2-1f15c27b8edc,76,"Dislocation of proximal interphaln joint of r idx fngr, subs","Dilation of Innominate Artery, Bifurcation, Perc Approach",7007b5b5-cd1e-4c49-b666-eba8382236e8,2023-02-12 13:13:09,2022-10-18 22:23:39
02fb534a-6627-4640-a959-27b4474043a5,3,"Poisoning by macrolides, intentional self-harm","Destruction of Left Trunk Bursa and Ligament, Open Approach",d0bb0735-0987-49c0-b578-deeaf464dae8,2022-07-23 15:11:40,2022-03-10 04:58:03
22c20049-0464-4e43-99a0-cbce2455c7d5,26,"Corrosion of unspecified degree of right palm, init encntr","Extirpate of Matter from R Colic Art, Bifurc, Open Approach",0835f53a-9483-4c43-b37a-0a9f4d356080,2023-03-01 21:45:58,2022-03-14 05:03:05
e973a96a-e18f-4c4e-8fb0-067dc72a20b3,81,"Corrosion of unsp degree of left hand, unsp site, sequela","Revision of Monitor Dev in Spinal Cord, Perc Endo Approach",efe28b50-5bf8-462c-b736-5e22baf955f3,2022-12-30 01:15:27,2022-10-23 11:50:37
c1da05ab-4c4d-4107-ac82-3b3217f4224b,26,"Other contact with turtle, sequela","Drainage of Lower Tooth, Open Approach, All",59e421db-f1c8-4fd7-a2a8-687648af0b3f,2022-09-24 10:17:07,2022-08-06 03:39:13
19888a6e-1f42-4eca-bf75-26196174b670,3,"Opioid use, unspecified","Dilate R Ext Carotid, Bifurc, w 4+ Intralum Dev, Perc",04570c58-a085-40b5-b253-d4585eb4f70c,2022-05-10 17:23:29,2022-09-20 01:59:07
af2ea3b2-6ea2-441e-815f-3fd5cd3d1c16,53,Genetic susceptibility to multiple endocrine neoplasia [MEN],"Remove of Autol Sub from Uterus & Cervix, Perc Endo Approach",db2e47de-282b-42b8-bd79-9c93bdbf66e2,2022-10-12 00:22:36,2023-02-19 01:22:29
491050a6-39a3-4c90-ace4-688bd50baa3b,73,Oth dis with lymphoreticular and reticulohistiocytic tissue,"Supplement R Shoulder Muscle w Nonaut Sub, Perc Endo",1b831355-24d5-4f3b-a517-e149af7413e4,2022-12-08 21:40:04,2022-06-27 11:33:33
d0802b72-2f36-40ce-932e-1d43f370053a,96,"Burn due to other powered watercraft on fire, init encntr","Bypass R Ureter to Ileocutan w Autol Sub, Perc Endo",225ecc52-199e-4720-bd53-394cf4cf3cfd,2022-08-03 09:29:30,2022-07-10 20:28:01
4c1f1803-a360-46e0-bfee-ea54ab36ea37,49,"Infection of intvrt disc (pyogenic), multiple sites in spine","Resection of L Low Extrem Lymph, Perc Endo Approach",aeb287f3-3fe2-4afa-8ca2-319b0f371585,2022-08-20 13:58:43,2022-12-24 23:35:27
edbaad5f-355c-4c4d-bb22-2dbf32751a21,19,"Nondisp fx of r ulna styloid pro, 7thJ","Destruction of Left Carpal Joint, Perc Endo Approach",a931fec1-282e-489c-9cfe-17ace3e38c37,2022-10-24 13:54:51,2022-09-18 13:14:18
3e1334af-6213-4340-a25c-83969b09016e,24,"Subluxation of distal interphalangeal joint of finger, subs","Bypass L Fem Art to Low Ex Vein w Autol Vn, Perc Endo",c7d2c7a5-0217-4a1e-a2f2-17d1536c9de2,2022-05-10 14:44:38,2022-06-17 17:33:52
77f27812-e121-4cf7-b28c-0b022878852e,91,"Placenta accreta, second trimester","Replacement of Tongue with Autol Sub, Extern Approach",14f4da79-f995-404a-ada9-3af1ba04ffc7,2022-06-01 15:23:58,2022-04-13 17:09:48
fb4c3333-821b-4c3a-b4a9-e7f0074a4e86,57,"Corrosion of third degree of left wrist, initial encounter","Occlusion of Jejunum with Extraluminal Device, Open Approach",1282f0ec-7fe8-49a6-93b6-d879189872aa,2023-01-10 02:50:16,2022-08-05 04:47:10
bf23703c-840c-464d-ada8-be83d01be13b,70,"Nondisp fx of med malleolus of l tibia, 7thJ","Reposition Left Tibia with Intramed Fix, Perc Approach",422fb7d9-48d0-48f2-a46d-62ed621dc6e8,2022-05-11 07:48:58,2022-11-21 17:37:58
924117ab-f743-457c-aefe-51aafa3da3bf,19,Temporal sclerosis,"Resection of Uterus, Open Approach",9b290b0e-7045-4f8e-9579-d78423c59f14,2022-10-12 23:40:48,2022-08-19 11:23:57
cb530243-69cc-46fb-93a8-5963fdfdec67,68,"Fall on same level, unspecified, subsequent encounter","Replace of R Trunk Tendon with Autol Sub, Perc Endo Approach",edaf3d35-899d-4dd9-bc26-fa6f3d6de668,2022-11-23 09:40:38,2022-12-11 11:29:20
b5dd6ba2-e6c0-4242-80cf-cea025ec4352,73,Displaced comminuted fracture of shaft of unspecified tibia,"Extirpation of Matter from L Femor Vein, Perc Endo Approach",2d4ddca7-12fc-4dd7-851b-d75e2487d734,2022-07-22 18:57:37,2022-07-04 21:03:40
3ec23b66-76aa-4738-9381-8469f6d32339,55,Localized traumatic opacities,"Bypass Ileum to Anus with Synth Sub, Perc Endo Approach",b7ae5db3-181f-4d6a-b3a8-fc0b30ef3720,2022-12-20 06:41:19,2022-10-20 08:51:39
0862f44a-28bf-45b0-a4a5-177aae8d4c5e,42,"Lacerat unsp blood vessel at shldr/up arm, unsp arm, sequela",HDR Brachytherapy of Pelvic Region using Oth Isotope,95718deb-421b-441b-9b4e-98c749ecc907,2022-06-06 22:08:27,2022-11-10 17:08:06
bdc7dfa5-9fe9-493b-80c5-3a6ca06f2608,12,"Displ seg fx shaft of rad, r arm, 7thG","Occlusion of Portal Vein, Open Approach",d047c573-a411-4e28-a840-2f817e8f5efb,2022-07-15 07:39:46,2022-12-25 05:53:58
e89199c7-cf94-4623-bde6-2627b38c2e6d,59,"Toxic effect of rattlesnake venom, assault, sequela","Supplement Urethra with Autol Sub, Extern Approach",9271302e-5557-40d1-a11a-70d907af660e,2022-12-29 00:25:46,2022-06-20 17:18:02
b52a8c4f-42d8-4b8c-8e79-14b4d554798b,47,"Terrorism involving dest arcrft, terrorist injured","Introduction of Liquid Brachy into Fem Reprod, Perc Approach",546104bb-2f1f-4c68-a8d7-79a2dc549d40,2023-01-25 13:41:20,2022-11-02 22:21:19
b68e7c02-0b13-4629-828d-aacf7e366beb,97,"Osteonecrosis in diseases classd elswhr, right lower leg","Insert of Infusion Dev into Inf Mesent Vein, Open Approach",5ae4e15b-a3db-4acd-93d1-61d521c55220,2022-04-11 04:27:15,2022-08-30 18:10:05
a16da53b-fbef-4753-a424-8379703cac40,11,"Glaucoma secondary to oth eye disord, right eye, mild stage","Replacement of Thor Vertebra with Synth Sub, Perc Approach",74f0aa0e-571a-428d-9859-7663730cdaed,2022-04-15 17:49:29,2022-06-23 21:46:59
bb37870c-7339-48c7-a7d1-258c6daa124d,49,"Drug-induced chronic gout, right hip, without tophus (tophi)","Dilate L Axilla Art, Bifurc, w Drug-elut Intra, Open",cf17fb24-808c-4855-bc61-6275a77dc7c3,2022-05-24 22:51:08,2022-07-30 03:17:10
200b9d03-0506-42e8-bd22-1e42a647f54f,5,"Military operations involving gasoline bomb, civilian","Restriction of Left External Jugular Vein, Perc Approach",6d8cd0db-2ec2-4cf7-8281-1db69802e7ca,2023-01-06 12:18:24,2022-07-17 14:44:07
d3f63d4d-46f5-4cd6-9097-e2841c7a32e2,35,"Poisoning by other general anesthetics, assault, subs encntr","Excision of Right Hip Tendon, Perc Endo Approach",6f284850-abd8-4a9a-9ac9-5f7455712445,2022-04-01 02:50:17,2022-10-14 11:01:21
143f9c98-90e7-4e50-b390-aae0b16c1dc4,54,Other specified soft tissue disorders,"Dilate 4+ Cor Art, Bifurc, w 2 Drug-elut, Perc",5ee84ea0-33a7-4988-8380-6a70d58a3956,2022-07-20 11:33:19,2022-07-21 13:48:13
b4298632-c71a-4423-974c-3107d9954201,69,"Unsp fx unsp lower leg, subs for opn fx type I/2 w malunion","Transfer Left Ankle Bursa and Ligament, Perc Endo Approach",ee91a4f0-216d-451c-aa9c-c97c6eaae593,2022-09-06 20:59:07,2022-09-06 08:32:04
18926053-c51d-46dd-9991-9fab77cd60c2,9,"Nondisp commnt fx r patella, 7thQ","Destruction of Right Femoral Shaft, Percutaneous Approach",509a7716-f580-44af-b76e-6025af49d191,2022-06-04 00:21:01,2022-09-25 23:33:24
426c7680-c3b8-48e6-8f9a-2a0f7a44d113,44,"Indeterminate sex, unspecified","Supplement Aort Valve fr Trunc Vlv w Synth Sub, Open",0a17ecb5-5a1a-48c4-9559-ba78e253b7c0,2022-06-03 01:36:26,2022-11-30 10:19:44
d07a89d2-0734-42b8-93f4-5a6eaebbd851,3,Periprosthetic fracture around internal prosthetic r knee jt,"Resection of Head and Neck Tendon, Perc Endo Approach",f7efc3dd-580a-4cd3-8c8c-8e73fbd26ab7,2023-01-18 15:08:59,2023-02-05 01:48:42
c72a0b30-26a2-4368-bf38-07527fc20240,41,"4-part fx surg neck of r humerus, subs for fx w delay heal","Supplement L Knee Tendon with Synth Sub, Perc Endo Approach",7fcf168f-3e17-4099-9852-f1019cd03d9e,2022-07-12 17:21:12,2023-01-16 23:49:38
99de82a2-229a-48f4-9765-14cd7e29f1d3,28,Unspecified injury at C5 level of cervical spinal cord,"Revision of Infusion Device in Spleen, External Approach",76c3d875-c6dd-4847-9dd0-ffb7524049c7,2022-03-16 00:22:50,2022-05-05 20:54:44
70005735-217b-47e2-9d9e-23b4ac800140,12,Glasgow coma scale score 3-8,"Removal of Synth Sub from Penis, Perc Endo Approach",74f0aa0e-571a-428d-9859-7663730cdaed,2022-04-27 22:24:58,2022-05-22 15:57:32
603b2270-3c70-4dc9-9199-a6b11b4c48d1,93,Topical agents,"Replacement of L Renal Art with Autol Sub, Open Approach",44221338-05a6-48fd-a403-ddb5fc1066f8,2022-12-19 23:37:01,2022-03-29 04:14:28
25744fba-3dd2-4422-97c3-7624ece6d533,76,Athscl heart disease of native coronary artery w ang pctrs,Plain Radiography of Right Epididymis using H Osm Contrast,32fa013d-5dcc-4082-86a6-f1385a0a5019,2022-12-23 14:22:37,2022-11-10 19:29:53
62e8e0f7-e613-4729-a103-0a638cfffbee,58,Burns of 80-89% of body surface w 40-49% third degree burns,"Insertion of Int Fix into R Femur Shaft, Open Approach",776f89f7-b302-4427-8092-30dc4e2ba87b,2022-03-20 12:47:00,2023-01-29 21:33:04
4b36e9a2-1d9b-40e5-92e4-5bad80e563d6,47,"Poisoning by otorhino drugs and prep, self-harm, sequela","Removal of Extraluminal Device from Left Eye, Endo",9addd0d8-15bd-4328-b8a7-1809682c0d40,2022-03-02 05:51:33,2022-03-21 23:02:57
c550ebd5-c108-49a0-a9c1-7342057b6e92,31,"Jump/div into swim pool strk surfc causing drown, sequela","Extirpation of Matter from Dura Mater, Open Approach",5498dc92-8346-4919-86ad-8113bf354f39,2022-11-23 07:04:32,2022-09-18 11:22:25
af3e1eb5-5d8f-470f-8390-b91c71409229,2,Pnctr w/o foreign body of pharynx and cervical esophagus,"Extirpation of Matter from Left Lacrimal Duct, Endo",04191c89-1563-4510-ba4a-ffd590a54c5e,2022-12-16 15:03:12,2022-08-20 05:04:48
48800f9b-5866-44e9-ba04-232484411485,12,Traumatic rupture of collateral ligament of right wrist,"Reposition L Up Femur with Hybrid Ext Fix, Perc Approach",5548e71e-0031-4b6b-b570-b78d96fb8b41,2023-01-26 07:31:16,2022-03-02 15:41:09
11e867c6-328d-4856-ad71-5f2967902690,26,Other snow-ski accident,"Bypass L Fallopian Tube to L Fallop w Nonaut Sub, Perc Endo",89b91b02-6635-41cb-b8a3-1fd0f9e3ea8c,2022-08-19 01:27:39,2022-11-28 07:58:06
6baf9fff-b06f-451d-87ef-95adb60a48ff,13,"Poisoning by antiviral drugs, assault, subsequent encounter","Resection of Right Upper Extremity Lymphatic, Open Approach",c0ca86da-d1db-4328-93d4-2f2c868d87d3,2022-05-23 01:53:13,2022-03-31 07:44:20
272778e8-9199-4a8b-8d2f-8398b5e2740c,72,"Pnctr of abd wall w fb, left low q w/o penet perit cav, sqla","Supplement Sciatic Nerve with Autol Sub, Open Approach",35a8042b-1e9d-4d79-a8ee-edf075e63da2,2022-12-12 19:20:30,2022-06-08 13:55:25
f4f921dd-a97e-4f54-b0db-a5bd7da67aef,16,"Displacement of nephrostomy catheter, initial encounter","Revision of Drain Dev in Retroperitoneum, Extern Approach",0835f53a-9483-4c43-b37a-0a9f4d356080,2022-12-24 20:19:13,2022-10-28 00:15:02
95ed06b1-a419-4c3e-bdb0-fb132775ed19,77,Malignant neoplasm of unspecified cornea,"Occlusion of Head Lymphatic with Extralum Dev, Open Approach",ef6ca325-1ad2-4c08-afad-2f377ed9640e,2022-09-06 18:35:06,2022-04-03 07:22:55
acbb2962-8c10-4e46-bfb9-43da4e6bc466,53,"Disease of upper respiratory tract, unspecified","Lower Arteries, Destruction",12a3ed36-f391-4dc5-8f32-8329f4812e2b,2022-05-23 10:42:40,2022-09-04 23:30:12
ee5a18d5-1bbc-41c1-88c5-675fc49addb7,55,"Unsp foreign body in larynx causing oth injury, init encntr","Reposition R Low Extrem Bursa/Lig, Open Approach",4986dacb-d080-4bbe-bdfd-354e237754b7,2022-07-26 10:39:07,2022-05-24 01:47:00
081db294-f3a6-45ae-9c90-cdb744d3225d,57,Unspecified superficial injury of left wrist,"Dilation of L Hepatic Duct with Intralum Dev, Open Approach",19103a45-6420-4c6e-bbe6-71d2f36d8a35,2022-05-09 01:43:28,2023-02-19 12:32:07
0ec4c0a1-f991-4979-984e-1d3e5ed8260e,81,"Juvenile rheumatoid arthritis w systemic onset, unsp wrist","Bypass L Int Iliac Art to L Ext Ilia w Synth Sub, Open",b2a8a4e0-10fb-4f1a-ac04-31acf8555dc0,2022-10-03 16:15:05,2022-12-12 14:12:40
113187c2-d347-472f-bb5f-9cb9e4150d31,5,"Unsp injury of unsp wrist, hand and finger(s), init encntr","Dilate R Com Carotid w 2 Intralum Dev, Perc Endo",6cff6a4b-f220-442c-bea1-799d70557523,2022-12-10 10:11:29,2022-12-26 07:49:54
8177f72d-6650-43af-ad1d-9f3272dac9a5,37,Enophthalmos due to trauma or surgery,"Excision of Left External Jugular Vein, Perc Approach",60a458f4-0bd1-495f-b9d8-d1e69d9bdaac,2022-09-25 04:36:09,2022-12-22 17:57:59
6c412a12-1700-48c4-aa34-24dfff43b877,87,"Brown-Sequard synd at unsp level of cerv spinal cord, init","Excision of Colic Vein, Percutaneous Approach",c25d2663-02fc-40a5-a080-b2cbdaaac728,2022-12-13 08:18:11,2022-06-19 04:27:41
a2261de1-6557-47b6-b5df-cb3d399ee214,74,"Contus/lac/hem brnst w LOC of 30 minutes or less, sequela","Control Bleeding in Right Hand, Open Approach",13f62496-bc22-4700-a7a0-2e74d6173c2b,2022-11-17 07:36:51,2022-08-28 01:18:13
13b93f94-22d6-4f67-8405-4cf95fd5728b,52,Open wound of left buttock,"Destruction of Jejunum, Percutaneous Endoscopic Approach",90ad77c0-ae32-48e0-b370-e27a8f3b7815,2022-07-30 15:45:38,2023-02-10 11:56:27
b08bde31-0e07-4ad5-ab17-efece9538d94,34,"Food in bronchus causing asphyxiation, subsequent encounter","Release Left Elbow Bursa and Ligament, Percutaneous Approach",40b2866d-67e7-4eba-b8f4-14fe0926ff5d,2022-08-10 12:49:36,2022-06-04 02:14:58
b48f2c17-d284-4242-a046-ac1cfce0c9e6,53,Neonatal jaundice due to bleeding,"Supplement Right Atrium with Zooplastic, Perc Endo Approach",40e8b74e-1302-4294-916c-0cbf232aad47,2022-08-12 01:31:18,2022-09-13 22:06:22
dc1759ad-3c37-45f6-bf60-6c79e4e1bc90,49,Anterior subluxation of unspecified humerus,"Detachment at Left Foot, Partial 3rd Ray, Open Approach",570b55a8-b05b-47b2-aaae-16fe5b1e0ec1,2022-10-22 12:12:56,2023-01-05 04:04:52
6d767226-116c-4cef-b63c-896f4ea26a6f,51,"Corrosion of unsp degree of unspecified forearm, subs encntr","Replacement of Right Rib with Synth Sub, Open Approach",172eb62d-7934-441f-bb7e-d062ba4ad96b,2022-07-24 15:30:02,2022-10-11 09:51:33
e5997483-ca47-4755-84bb-93c1f4b2340b,69,"Traum hemor right cerebrum w LOC of 6-24 hrs, init","Fluoroscopy of L Subclav Vein using Oth Contrast, Guidance",a08e633c-22d8-4d7f-a3b0-0e929ce8ec3b,2022-08-24 17:46:27,2022-07-17 07:22:07
8212f1ac-a79b-44a4-b892-7c445771f514,60,"Displaced comminuted fx shaft of radius, left arm, init","Extirpation of Matter from Mid Colic Art, Perc Endo Approach",a89aec85-f685-4f18-99af-eeb1f6ed3cca,2022-08-05 03:52:45,2022-07-25 15:09:09
920c7692-5ac8-4242-8a4f-2a0904a1e077,48,"Drug-induced chronic gout, unspecified elbow","Destruction of Right Thyroid Artery, Perc Endo Approach",b3e82020-de8d-4caa-a9aa-f22fa1d38f59,2022-12-25 00:08:01,2022-07-05 15:41:36
cea7917f-a3a5-4b1c-80b3-4630a98d3ccb,25,"Medial subluxation of proximal end of tibia, right knee","Supplement Lower Esophagus with Autol Sub, Open Approach",9394f56e-d4c0-4f3e-9384-6c638339e9fe,2022-08-11 14:56:00,2022-08-27 02:16:49
00ae6073-7da8-4b07-b527-9505eb38b3d9,6,"Lacerat flexor musc/fasc/tend at forarm lv, right arm, init","Repair Left Adrenal Gland, Percutaneous Approach",aae104ab-7dc6-44b3-ad0d-5c5e2ee0af8b,2022-06-04 15:24:31,2022-05-18 17:22:23
6d38daed-0485-4a5b-97f5-0fede8a12764,99,"Other fracture of occiput, unspecified side, sequela","Bypass Right Ureter to Cutan with Nonaut Sub, Open Approach",4986dacb-d080-4bbe-bdfd-354e237754b7,2022-10-03 18:08:14,2022-06-17 04:44:17
72a85a59-7542-4eb2-b129-c0f310d76c5c,6,"Toxic effect of ingested berries, intentional self-harm","Bypass R Hypogast Vein to Low Vein w Autol Sub, Open",0a24bf77-04db-43f1-b1fb-adcfecc5081d,2023-02-19 20:53:11,2023-01-30 04:56:01
114d482a-607d-4edc-98e8-1d7adc55f669,2,Ulcerative (chronic) proctitis with intestinal obstruction,"Removal of Infusion Device from Abd Wall, Perc Approach",ae1ba105-e948-4b65-8bd7-a4bec453af0d,2022-11-13 04:05:36,2022-03-16 00:10:36
69721cb3-7c0e-40ef-a6bc-4665be0f8f02,77,Complete traumatic amputation of ear,"Dilate L Radial Art, Bifurc, w 4 Drug-elut, Open",b217ab10-4fa5-4ea7-abbd-445907dc77ac,2022-11-30 01:55:18,2022-06-02 04:51:46
2bc9f2e3-a771-4b89-8cd5-86e072fac607,3,"Pigmentary glaucoma, left eye, indeterminate stage","Bypass Thor Aorta Desc to R Pulm Art w Synth Sub, Open",f3bb648b-aec3-49fb-84b6-37148e2e5fda,2022-12-10 22:58:46,2022-06-23 01:27:22
4f6ff9ec-51a5-41eb-9295-fe5315fb411f,47,Fibrosis due to cardiac and vascular prosth dev/grft,"MRI of R Breast using Oth Contrast, Unenh, Enhance",40e8b74e-1302-4294-916c-0cbf232aad47,2023-02-25 01:52:26,2022-12-16 15:06:33
395a62b3-58de-41f6-a551-fd1f004c72e5,65,Other disorders of bladder,"Excision of Right Axillary Artery, Perc Endo Approach",65cad767-69dd-4e4c-876c-239938e6e041,2023-02-08 11:42:08,2022-08-13 23:55:18
e4ef2e3c-7ebf-4b7e-8094-0487bc88bd10,21,Other infective spondylopathies,"Destruction of Optic Nerve, Percutaneous Approach",2e807c4a-e08e-457e-9e17-3a61600c94e9,2022-10-06 03:13:58,2023-02-17 21:52:54
15fb4f7d-d8fc-4ac2-a571-06bd4fa5bc98,59,"Unsp fx the low end l rad, 7thQ","Destruction of Right Temporal Artery, Percutaneous Approach",2b5ddeee-8f52-4876-95cf-73c6d01d9c69,2022-04-21 12:05:00,2022-09-15 21:15:24
c8e953d7-1079-4a8f-9043-61ad7fa2b590,61,"Unspecified fracture of upper end of right humerus, sequela",HDR Brachytherapy of Abd using Palladium 103,4a3ade4e-2982-4425-a7ee-44e2f22ef684,2023-02-14 05:00:01,2022-09-18 11:00:26
26c0a6e2-ce5f-4496-9816-e81d05537512,23,"Age-related cataract, morgagnian type, right eye","Drainage of Left Shoulder Tendon, Perc Endo Approach",d575da97-14af-40d9-b092-c0dc6fc36f7d,2023-02-17 17:19:20,2022-12-28 16:12:00
bc7097bc-eeab-4351-8853-97f588022e30,86,"Maternal care for excess fetal growth, second tri, fetus 2",Plain Radiography of Left Femur,6db62d77-0786-4ead-a609-e130f0f1a1c2,2022-04-22 05:51:56,2022-06-27 13:23:23
464d0d08-08e6-408a-b9c0-efe06275e97a,42,"Poisoning by iron and its compounds, undetermined","Beam Radiation of Chest Skin using Electrons, Intraoperative",5ae4e15b-a3db-4acd-93d1-61d521c55220,2022-10-24 04:46:36,2022-08-10 04:57:56
4edd7205-3790-437f-a7fa-ec12b2930b65,39,"Open bite of unspecified finger with damage to nail, sequela",Beam Radiation of Prostate using Photons >10 MeV,9d7479e0-fd84-4c80-b35f-5539d9357c5b,2022-11-01 15:03:38,2022-10-26 09:27:21
4a5c92a6-2685-4b82-9f1a-3039a6dba334,48,Abrasion of left eyelid and periocular area,"Supplement Left Hand Vein with Autol Sub, Perc Approach",2fd8a521-64be-4d99-9bea-049fd5d43060,2022-12-30 16:58:51,2022-04-10 00:09:47
0aa06ede-d8f2-49b7-b1fd-29aa6d2c0031,74,Monocytosis (symptomatic),"Supplement R Com Iliac Art with Nonaut Sub, Perc Approach",acc7e543-9c40-48d7-a101-9c57dd6a11aa,2022-03-27 18:22:00,2022-09-20 17:13:55
baa21e1b-28c5-4101-8a39-eaba4d3895cd,87,"Occupant of streetcar injured in clsn w oth object, sequela",Plain Radiography of Cervical Spine,bb4c525e-bb9b-4546-b3bd-ba9bebfbfbc8,2022-11-25 06:33:40,2022-07-20 13:26:10
6c16c6ba-7c3e-45eb-8b11-d625aca54531,78,Neoplasm of uncertain behavior of ureter,"Replace R Parietal Bone w Synth Sub, Perc Endo",0a2cfffc-f13c-402d-8bc7-dfdaf58d6cf9,2023-01-27 09:22:30,2022-10-30 02:35:00
aa0d7152-03c4-495c-94a8-00f6b5b3ffe4,16,"Unspecified acute noninfective otitis externa, bilateral","Obstetrics, Pregnancy, Inspection",dba77333-d6b6-4afa-a7ed-660b5c7ecaf5,2022-03-22 18:44:41,2022-09-27 12:08:25
ca9f9103-881a-4ba9-832d-ee5ce2788c9e,17,"Corrosion of unsp degree of left scapular region, sequela","Bypass L Ext Iliac Art to R Femor A w Autol Vn, Perc Endo",eeb88d94-0a85-41aa-b95a-d47ce590cb62,2022-10-22 16:18:16,2022-11-29 10:06:42
b15c17db-60e7-49f8-921a-87cb0c8eb825,11,"Nondisp fx of neck of second MC bone, right hand, init","Excision of R Temporomandib Jt, Perc Endo Approach, Diagn",481e8d83-56cc-4f31-91a5-e9c03082f860,2022-05-14 00:23:09,2023-03-01 12:14:00
d2fc072d-452c-4985-ba8f-6efbf83e6f22,77,Malignant neuroendocrine tumors,"Bypass R Com Iliac Art to L Com Ilia, Perc Endo Approach",cab5c659-eb72-428d-98e7-47a09625bb36,2022-09-27 18:46:27,2022-07-06 23:33:38
4d1b1b44-ca80-4fb0-96b5-440625d87234,2,"Fracture of ramus of right mandible, init",MRI of Cerv Spine using Oth Contrast,0dbf5dce-98cb-4610-8a24-6e22d066bacb,2022-12-28 11:15:25,2022-05-06 08:03:09
8993b9ab-0382-46ef-bdc3-1e751b14bdaf,48,"Other firearm discharge, undetermined intent","Removal of Nonautologous Tissue Substitute from Testis, Endo",6dc6018b-c250-4aa2-a4de-3255c24d94bc,2022-06-11 12:41:43,2022-04-13 23:00:24
0d73f5fa-aa0d-4ef8-ab89-c0088ad46f9d,76,"Displ commnt fx shaft of rad, l arm, 7thC",Plain Radiography of R Temporomand Jt using H Osm Contrast,1b071b14-4d17-4521-9386-5ffe96c97000,2022-06-27 10:09:04,2022-07-08 17:49:14
64689ac5-1cb4-4cf9-bda3-31dd8f3a38e1,35,Postp hematoma of a nervous sys org fol a nervous sys proc,"Resection of Left Tibia, Open Approach",01b7ab99-bce3-4663-9409-9556eefc66a7,2022-03-27 16:48:36,2022-05-31 00:44:53
b524b187-7f40-4707-8f10-f34a01e9e1e5,93,"Nondisp fx of less trochanter of l femr, 7thG","Revision of Diaphragm Lead in Diaphragm, Perc Endo Approach",f1441588-28fc-45d4-b89e-53db5acd4d97,2022-03-04 09:51:57,2022-04-29 13:12:09
e5f8365e-e5f6-4068-9a94-2ad534c03305,53,"Displacement of int fix of bones of hand and fingers, subs",Cochlear Implant Assessment using Cochlear Implant Equipment,66c7f8b0-6e9b-4940-a558-84474cab8910,2022-07-13 15:45:50,2022-04-23 10:08:02
edb9e511-d35c-4358-99c7-55f4c58caf7d,64,"Sltr-haris Type I physl fx low end rad, r arm, 7thD","Supplement Right Carpal with Synth Sub, Open Approach",dff2e8c8-bb35-4049-96ef-10dc38d67c6b,2022-12-18 13:53:36,2023-02-26 21:19:42
